TransactionID,pipeline,fraud_prob,prediction,e2e_latency_ms,score_latency_ms,batch_score_ms,batch_latency_s
A2#3663981,A2,0.072442,legit,39.924,,0.4,
B0#3664208,B0,0.176227,legit,,0.379,,93.2052
A2#3663710,A2,0.059338,legit,59.285,,0.434,
enrichment_off#3663614,A2,0.311136,legit,4868.597,,0.822,
B0#3664034,B0,0.09619,legit,,0.37,,70.0168
A2#3664504,A2,0.019786,legit,44.044,,5.038,
A2#3664219,A2,0.003667,legit,51.19,,0.428,
A1#3664332,A1,0.04729,legit,13.005,0.383,,
A1#3663719,A1,0.148472,legit,21.48,0.39,,
B0#3664301,B0,0.007293,legit,,0.379,,106.9546
A2#3664454,A2,0.696369,fraud,41.255,,2.043,
enrichment_off#3663642,A2,0.060857,legit,2368.597,,0.822,
B0#3664276,B0,0.051823,legit,,0.401,,103.2717
A1#3664537,A1,0.014086,legit,18.541,0.391,,
B0#3663859,B0,0.165884,legit,,0.358,,42.5706
B0#3664315,B0,0.311384,legit,,0.384,,109.7759
A2#3664355,A2,0.020124,legit,51.049,,0.416,
enrichment_on#3663579,A2,0.328376,legit,8675.569,,6.282,
enrichment_on#3663734,A2,0.007353,legit,51.593,,0.61,
A1#3664198,A1,0.038845,legit,14.153,0.393,,
A2#3663907,A2,0.045683,legit,68.339,,0.401,
A1#3664293,A1,0.190678,legit,14.608,0.41,,
A2#3663892,A2,0.162583,legit,43.648,,0.384,
enrichment_on#3663694,A2,0.039336,legit,39.53,,0.68,
A1#3663693,A1,0.175668,legit,14.583,0.376,,
enrichment_on#3663599,A2,0.033297,legit,5197.869,,2.567,
A2#3664531,A2,0.059113,legit,46.128,,0.404,
A1#3664526,A1,0.070793,legit,13.68,0.414,,
3663738,A2,0.109575,legit,45.85,,0.63,
B0#3664037,B0,0.030954,legit,,0.367,,70.3828
A2#3664040,A2,0.081903,legit,39.12,,0.403,
B0#3664264,B0,0.055954,legit,,0.368,,101.0241
A2#3664428,A2,0.010991,legit,43.496,,0.421,
B0#3664051,B0,0.058661,legit,,0.38,,72.0709
A1#3663828,A1,0.91819,fraud,17.695,0.434,,
enrichment_on#3663714,A2,0.016863,legit,47.804,,0.674,
B0#3664437,B0,0.112291,legit,,0.362,,129.0652
B0#3663872,B0,0.07023,legit,,0.408,,44.1855
B0#3663891,B0,0.258663,legit,,0.405,,47.2104
A1#3664318,A1,0.048142,legit,16.881,0.387,,
B0#3664031,B0,0.089828,legit,,0.367,,69.6895
A2#3664417,A2,0.075623,legit,38.595,,0.392,
A2#3663686,A2,0.012948,legit,38.051,,0.386,
B0#3664302,B0,0.028848,legit,,0.359,,107.0907
A1#3664467,A1,0.058802,legit,17.731,0.402,,
A2#3664017,A2,0.030235,legit,51.295,,5.491,
B0#3664526,B0,0.070793,legit,,0.363,,143.599
A1#3664110,A1,0.06023,legit,13.19,0.399,,
A1#3664166,A1,0.027584,legit,13.928,0.411,,
A1#3664455,A1,0.079541,legit,13.252,0.376,,
B0#3664335,B0,0.055257,legit,,0.389,,114.5922
B0#3664193,B0,0.156537,legit,,0.361,,91.0585
A1#3663907,A1,0.045683,legit,14.456,0.368,,
A1#3664460,A1,0.003718,legit,14.17,0.423,,
B0#3664175,B0,0.044335,legit,,0.357,,88.3579
A1#3664349,A1,0.013398,legit,18.433,0.368,,
A2#3664510,A2,0.039294,legit,38.653,,0.402,
A2#3664319,A2,0.124371,legit,54.593,,0.438,
A2#3663888,A2,0.07726,legit,40.434,,2.563,
A1#3664500,A1,0.012626,legit,15.169,0.391,,
A2#3663770,A2,0.015895,legit,42.915,,0.403,
B0#3664311,B0,0.117284,legit,,0.392,,108.8179
3663727,A2,0.068436,legit,37.677,,0.642,
3663704,A2,0.007978,legit,38.493,,0.679,
B0#3664453,B0,0.028669,legit,,0.39,,131.7367
A1#3664330,A1,0.017013,legit,16.853,0.404,,
enrichment_on#3663716,A2,0.085112,legit,44.97,,0.69,
A1#3663868,A1,0.084688,legit,24.747,0.375,,
A2#3663933,A2,0.161713,legit,44.036,,0.425,
A1#3663812,A1,0.913304,fraud,13.388,0.384,,
A2#3663742,A2,0.117881,legit,46.908,,0.381,
A1#3663952,A1,0.04768,legit,13.7,0.385,,
A2#3664058,A2,0.212888,legit,38.923,,2.036,
A2#3663791,A2,0.012781,legit,39.027,,0.388,
A1#3664083,A1,0.017317,legit,16.586,0.42,,
A1#3663756,A1,0.145519,legit,15.424,0.396,,
B0#3664518,B0,0.001142,legit,,0.467,,142.5504
A1#3663678,A1,0.042409,legit,13.502,0.378,,
A2#3663825,A2,0.08084,legit,38.016,,0.409,
B0#3663862,B0,0.052521,legit,,0.38,,42.9011
A2#3663765,A2,0.064329,legit,37.999,,0.41,
enrichment_on#3663670,A2,0.038915,legit,208.072,,0.836,
A2#3663732,A2,0.025546,legit,43.044,,0.426,
A1#3664235,A1,0.123787,legit,13.96,0.397,,
A2#3663865,A2,0.045203,legit,39.95,,0.433,
A2#3664132,A2,0.262093,legit,36.968,,0.401,
A2#3664145,A2,0.014334,legit,38.715,,0.413,
enrichment_on#3663738,A2,0.10101,legit,55.585,,0.602,
A1#3663930,A1,0.027938,legit,42.159,0.399,,
B0#3664237,B0,0.055094,legit,,0.378,,97.0479
A1#3663742,A1,0.119323,legit,14.927,0.378,,
B0#3663666,B0,0.017044,legit,,0.434,,16.4487
B0#3663927,B0,0.180512,legit,,0.378,,52.9833
B0#3663731,B0,0.062755,legit,,0.36,,24.6514
B0#3663897,B0,0.024544,legit,,0.371,,48.2197
B0#3664058,B0,0.212888,legit,,0.375,,72.9742
A1#3664255,A1,0.073068,legit,20.451,0.376,,
3663708,A2,0.014364,legit,42.683,,4.958,
B0#3664076,B0,0.098812,legit,,0.343,,75.3911
A1#3663898,A1,0.15372,legit,18.151,0.406,,
enrichment_off#3663624,A2,0.356065,legit,3969.277,,0.804,
A1#3664380,A1,0.003255,legit,42.754,0.409,,
A2#3663615,A2,0.062768,legit,37.698,,0.444,
A1#3664041,A1,0.022978,legit,11.463,0.414,,
A2#3664283,A2,0.101539,legit,38.96,,0.415,
A2#3664455,A2,0.079541,legit,50.092,,0.379,
B0#3664142,B0,0.047978,legit,,0.372,,83.9129
A2#3664323,A2,0.055763,legit,40.93,,0.419,
A1#3664209,A1,0.032007,legit,14.551,0.374,,
A1#3664479,A1,0.073114,legit,12.905,0.396,,
A1#3664279,A1,0.076444,legit,13.737,0.387,,
A2#3664370,A2,0.114141,legit,42.892,,2.078,
A2#3664416,A2,0.02688,legit,44.864,,5.35,
B0#3663748,B0,0.006167,legit,,0.362,,27.2837
A2#3663944,A2,0.154055,legit,43.266,,0.424,
B0#3664073,B0,0.034136,legit,,0.364,,74.9931
A2#3663597,A2,0.077152,legit,47.603,,3.574,
3663599,A2,0.033297,legit,4393.976,,0.794,
A2#3664279,A2,0.076444,legit,40.582,,0.411,
3663632,A2,0.172971,legit,2067.292,,0.867,
A2#3664205,A2,0.012162,legit,47.998,,0.398,
A1#3664282,A1,0.152459,legit,14.74,0.603,,
B0#3663710,B0,0.059338,legit,,0.413,,21.5674
A1#3663974,A1,0.107237,legit,15.363,0.425,,
A1#3664447,A1,0.007995,legit,15.548,0.394,,
B0#3663910,B0,0.041427,legit,,0.38,,50.2726
3663744,A2,0.133289,legit,51.869,,0.713,
A2#3664135,A2,0.018459,legit,42.501,,0.384,
enrichment_off#3663713,A2,0.179037,legit,61.216,,0.624,
B0#3663975,B0,0.077321,legit,,0.393,,60.326
B0#3664492,B0,0.014809,legit,,0.364,,138.6833
A2#3663841,A2,0.065762,legit,38.706,,0.402,
A2#3664215,A2,0.057558,legit,38.631,,0.402,
enrichment_on#3663610,A2,0.159149,legit,5231.072,,0.775,
A1#3664357,A1,0.172166,legit,15.704,0.422,,
A2#3663663,A2,0.131272,legit,50.182,,0.374,
B0#3664463,B0,0.045649,legit,,0.417,,133.825
B0#3664255,B0,0.073068,legit,,0.384,,99.5227
A1#3664074,A1,0.007374,legit,12.769,0.396,,
A1#3664377,A1,0.098133,legit,15.19,0.399,,
3663701,A2,0.033508,legit,40.883,,0.617,
A2#3664105,A2,0.016977,legit,45.026,,0.461,
A2#3664225,A2,0.089858,legit,57.671,,5.028,
B0#3663637,B0,0.296842,legit,,0.359,,12.8307
A1#3664136,A1,0.111551,legit,16.561,0.439,,
A1#3663924,A1,0.025861,legit,17.306,0.451,,
A1#3664473,A1,0.05553,legit,16.519,0.391,,
A1#3664489,A1,0.046823,legit,16.282,0.394,,
B0#3663920,B0,0.097837,legit,,0.405,,51.8698
3663561,A2,0.224079,legit,8756.371,,6.052,
3663691,A2,0.190248,legit,37.532,,0.621,
B0#3664451,B0,0.015215,legit,,0.486,,131.2996
B0#3664427,B0,0.071864,legit,,0.395,,127.7457
A2#3664234,A2,0.052755,legit,40.481,,0.384,
B0#3664170,B0,0.02438,legit,,0.417,,87.5379
A1#3663718,A1,0.053593,legit,21.734,0.441,,
A1#3663797,A1,0.024524,legit,15.728,0.38,,
A1#3664264,A1,0.055954,legit,14.695,0.38,,
A1#3664201,A1,0.028161,legit,12.678,0.403,,
A2#3664328,A2,0.155809,legit,42.935,,0.498,
A1#3663714,A1,0.016863,legit,14.247,0.403,,
A1#3664128,A1,0.028694,legit,33.479,0.377,,
B0#3663735,B0,0.194351,legit,,0.352,,25.1838
A1#3664150,A1,0.015445,legit,12.578,0.402,,
A2#3664389,A2,0.127742,legit,44.016,,2.04,
A2#3664494,A2,0.038027,legit,40.185,,0.406,
A2#3663792,A2,0.041165,legit,52.185,,6.59,
A1#3663615,A1,0.062768,legit,12.517,0.387,,
A2#3663635,A2,0.047963,legit,45.377,,0.439,
B0#3663627,B0,0.020382,legit,,0.389,,11.5123
enrichment_off#3663554,A2,0.075291,legit,7358.591,,6.199,
enrichment_off#3663744,A2,0.133289,legit,38.656,,0.584,
A2#3664224,A2,0.056426,legit,38.508,,0.421,
B0#3664528,B0,0.016593,legit,,0.389,,143.8503
A1#3664202,A1,0.064744,legit,14.133,0.381,,
A1#3663697,A1,0.148929,legit,14.382,0.425,,
A1#3664165,A1,0.056563,legit,15.714,0.398,,
A1#3663593,A1,0.086402,legit,13.669,0.395,,
B0#3664154,B0,0.067254,legit,,0.398,,85.4859
enrichment_off#3663674,A2,0.050433,legit,38.409,,0.627,
A1#3664316,A1,0.115745,legit,13.037,0.378,,
A1#3663664,A1,0.203082,legit,23.934,0.445,,
enrichment_off#3663619,A2,0.042936,legit,3998.252,,0.802,
enrichment_off#3663729,A2,0.043101,legit,40.89,,0.636,
B0#3664373,B0,0.045482,legit,,0.387,,120.858
A1#3664538,A1,0.059075,legit,15.754,0.377,,
A2#3664115,A2,0.069556,legit,48.183,,6.569,
3663697,A2,0.161728,legit,37.6,,0.616,
A2#3664031,A2,0.089828,legit,44.322,,0.444,
A1#3663804,A1,0.0346,legit,13.712,0.376,,
A2#3664350,A2,0.01311,legit,40.673,,0.411,
A2#3663784,A2,0.056266,legit,37.348,,0.365,
A1#3663680,A1,0.070047,legit,12.724,0.375,,
A2#3663993,A2,0.213772,legit,40.112,,0.408,
A1#3663576,A1,0.160826,legit,3951.401,0.405,,
A1#3664501,A1,0.083704,legit,13.679,0.404,,
A2#3664444,A2,0.134391,legit,36.571,,0.385,
B0#3663563,B0,0.050911,legit,,1.843,,2.5879
A1#3664342,A1,0.193556,legit,15.833,0.411,,
A2#3663821,A2,0.834747,fraud,44.976,,0.442,
B0#3663898,B0,0.15372,legit,,0.388,,48.392
B0#3663704,B0,0.010601,legit,,0.378,,20.9077
3663677,A2,0.011996,legit,39.563,,0.552,
B0#3663999,B0,0.359532,legit,,0.38,,64.5007
A2#3663838,A2,0.174578,legit,38.502,,0.393,
A2#3663800,A2,0.458059,legit,39.008,,0.412,
A1#3663563,A1,0.138495,legit,6924.867,0.378,,
A1#3663734,A1,0.007353,legit,12.299,0.416,,
A1#3664093,A1,0.03476,legit,15.693,0.425,,
B0#3664041,B0,0.022978,legit,,0.376,,70.8152
enrichment_off#3663667,A2,0.08329,legit,138.357,,0.688,
A1#3664017,A1,0.030235,legit,17.752,0.389,,
A2#3664304,A2,0.073025,legit,48.249,,0.427,
A1#3663618,A1,0.038733,legit,15.819,0.399,,
enrichment_on#3663569,A2,0.026603,legit,8953.864,,6.125,
A1#3664515,A1,0.071208,legit,15.114,0.372,,
A1#3663753,A1,0.087268,legit,12.975,0.382,,
A2#3664149,A2,0.143878,legit,46.378,,0.443,
A2#3664423,A2,0.078501,legit,45.724,,0.39,
A2#3664470,A2,0.138031,legit,44.523,,0.414,
B0#3664331,B0,0.02674,legit,,0.375,,113.8337
A1#3664361,A1,0.043409,legit,22.46,0.415,,
B0#3664187,B0,0.069741,legit,,0.364,,90.1614
B0#3663668,B0,0.037599,legit,,0.357,,16.7793
A2#3664098,A2,0.045538,legit,73.195,,0.452,
B0#3663714,B0,0.016863,legit,,0.366,,22.0505
enrichment_on#3663687,A2,0.169044,legit,36.584,,0.684,
A2#3664513,A2,0.002238,legit,45.038,,0.539,
A2#3663701,A2,0.033508,legit,89.052,,0.394,
A2#3664337,A2,0.040975,legit,86.53,,0.416,
A1#3663616,A1,0.027808,legit,12.289,0.443,,
B0#3664349,B0,0.013398,legit,,0.382,,117.4892
B0#3664285,B0,0.196095,legit,,0.374,,104.6949
B0#3664214,B0,0.160948,legit,,0.341,,93.9076
3663667,A2,0.08329,legit,37.445,,0.62,
B0#3663698,B0,0.072228,legit,,0.356,,20.2113
B0#3663722,B0,0.031726,legit,,0.356,,23.2034
A2#3663894,A2,0.007299,legit,39.617,,0.439,
A1#3663606,A1,0.025679,legit,14.796,0.4,,
B0#3664107,B0,0.006169,legit,,0.362,,79.6311
A2#3663588,A2,0.007642,legit,555.502,,0.503,
B0#3664348,B0,0.12915,legit,,0.412,,117.2644
A1#3664167,A1,0.147747,legit,19.655,0.386,,
A1#3664397,A1,0.082417,legit,20.563,0.386,,
enrichment_on#3663613,A2,0.110818,legit,4687.693,,0.794,
A2#3663628,A2,0.240231,legit,47.416,,5.422,
B0#3664183,B0,0.0104,legit,,0.372,,89.5713
A1#3664042,A1,0.032715,legit,15.06,0.386,,
enrichment_off#3663639,A2,0.0247,legit,2462.277,,0.804,
A2#3664342,A2,0.193556,legit,40.307,,0.391,
B0#3663788,B0,0.160168,legit,,0.362,,33.25
A2#3663808,A2,0.086887,legit,53.776,,0.425,
B0#3664080,B0,0.052252,legit,,0.429,,76.0219
A1#3664171,A1,0.125128,legit,21.888,0.377,,
3663747,A2,0.052005,legit,37.422,,0.63,
B0#3664462,B0,0.103774,legit,,0.408,,133.649
A1#3663692,A1,0.080222,legit,14.113,0.386,,
A2#3664118,A2,0.027501,legit,41.576,,0.419,
B0#3663582,B0,0.082821,legit,,0.378,,5.5394
A1#3663760,A1,0.025985,legit,13.005,0.403,,
A2#3664546,A2,0.020929,legit,42.962,,0.441,
3663589,A2,0.5108,fraud,6905.593,,0.56,
3663722,A2,0.028169,legit,37.843,,0.561,
B0#3663727,B0,0.06286,legit,,0.35,,24.006
B0#3663630,B0,0.170553,legit,,0.384,,11.8908
A2#3664471,A2,0.087235,legit,48.19,,5.04,
A1#3664020,A1,0.024009,legit,14.096,0.521,,
B0#3663750,B0,0.049491,legit,,0.376,,27.5363
A1#3664217,A1,0.004462,legit,17.659,0.376,,
enrichment_off#3663656,A2,0.088057,legit,1150.379,,0.757,
A1#3663762,A1,0.014994,legit,13.998,0.592,,
A1#3664413,A1,0.107098,legit,37.879,0.416,,
B0#3664340,B0,0.031172,legit,,0.394,,115.6155
A1#3663676,A1,0.023976,legit,18.451,0.381,,
A1#3663923,A1,0.040145,legit,14.018,0.379,,
B0#3663959,B0,0.009444,legit,,0.417,,58.2024
enrichment_off#3663592,A2,0.100342,legit,5796.335,,9.382,
B0#3664359,B0,0.148971,legit,,0.356,,118.7801
A1#3664025,A1,0.001772,legit,30.752,0.397,,
A1#3664090,A1,0.126367,legit,12.912,0.416,,
B0#3664246,B0,0.00462,legit,,0.393,,98.3213
enrichment_off#3663673,A2,0.077635,legit,41.345,,2.374,
A2#3663960,A2,0.031698,legit,44.106,,5.242,
enrichment_on#3663743,A2,0.067502,legit,41.502,,2.418,
A2#3664144,A2,0.014352,legit,38.912,,0.433,
A1#3664286,A1,0.014876,legit,13.541,0.398,,
enrichment_off#3663620,A2,0.035294,legit,4433.597,,0.822,
B0#3664443,B0,0.011271,legit,,0.414,,129.6984
A1#3664223,A1,0.041587,legit,14.039,0.401,,
A2#3664032,A2,0.031424,legit,39.958,,0.391,
A1#3664512,A1,0.001179,legit,15.486,0.394,,
enrichment_on#3663705,A2,0.364872,legit,39.661,,0.683,
enrichment_off#3663629,A2,0.170344,legit,3200.193,,0.807,
B0#3664339,B0,0.069537,legit,,0.4,,115.3877
B0#3664203,B0,0.048816,legit,,0.387,,92.4613
A1#3664067,A1,0.025886,legit,16.469,0.414,,
enrichment_on#3663721,A2,0.123169,legit,39.49,,0.669,
A1#3664196,A1,0.028557,legit,14.221,0.374,,
A1#3664292,A1,0.32394,legit,16.762,0.404,,
A1#3663942,A1,0.3307,legit,14.179,0.376,,
B0#3664535,B0,0.013643,legit,,0.405,,144.7443
A1#3664431,A1,0.13376,legit,15.503,0.391,,
A2#3664165,A2,0.056563,legit,40.224,,2.199,
B0#3664316,B0,0.115745,legit,,0.392,,110.1322
enrichment_on#3663617,A2,0.022592,legit,4712.073,,0.775,
A2#3663575,A2,0.086548,legit,3711.89,,0.509,
B0#3663665,B0,0.050231,legit,,0.376,,16.3395
A2#3663566,A2,0.108208,legit,5928.502,,0.503,
enrichment_on#3663561,A2,0.224079,legit,10109.923,,6.392,
A2#3663798,A2,0.097602,legit,37.621,,0.394,
A2#3664012,A2,0.167778,legit,52.584,,0.413,
A2#3663571,A2,0.046674,legit,4692.889,,0.509,
enrichment_on#3663663,A2,0.131272,legit,1176.123,,0.607,
B0#3663690,B0,0.049545,legit,,0.383,,19.3685
B0#3664497,B0,0.026418,legit,,0.387,,139.5686
B0#3663701,B0,0.033508,legit,,0.364,,20.5345
3663659,A2,0.009064,legit,38.011,,0.621,
enrichment_on#3663596,A2,0.026345,legit,8033.773,,6.175,
B0#3663993,B0,0.213772,legit,,0.392,,63.3254
B0#3664435,B0,0.032882,legit,,0.357,,128.7867
enrichment_off#3663634,A2,0.037101,legit,2754.193,,0.807,
B0#3664382,B0,0.255803,legit,,0.369,,122.0591
B0#3663661,B0,0.325982,legit,,0.382,,15.7207
A1#3663874,A1,0.099419,legit,14.211,0.398,,
A2#3664155,A2,0.042479,legit,43.052,,0.431,
B0#3664386,B0,0.229466,legit,,0.383,,122.4939
enrichment_on#3663720,A2,0.025174,legit,39.54,,0.61,
A2#3664386,A2,0.244064,legit,72.665,,0.446,
enrichment_off#3663647,A2,0.078597,legit,1984.379,,0.757,
B0#3663623,B0,0.086924,legit,,0.414,,11.0043
A1#3664532,A1,0.180324,legit,16.159,0.39,,
enrichment_off#3663648,A2,0.071399,legit,1795.597,,0.822,
B0#3663979,B0,0.044861,legit,,0.392,,60.8023
B0#3664539,B0,0.120321,legit,,0.377,,145.2329
B0#3663767,B0,0.20939,legit,,0.354,,30.3002
A1#3663716,A1,0.085112,legit,13.461,0.383,,
A2#3664354,A2,0.031479,legit,46.557,,0.439,
A2#3664119,A2,0.027815,legit,47.337,,0.459,
B0#3663797,B0,0.024524,legit,,0.349,,34.3406
A2#3663847,A2,0.019498,legit,43.666,,0.422,
B0#3664388,B0,0.043928,legit,,0.372,,122.7037
B0#3664198,B0,0.038845,legit,,0.351,,91.7225
B0#3663730,B0,0.010944,legit,,0.382,,24.5215
A1#3664276,A1,0.051823,legit,27.295,0.376,,
A2#3664325,A2,0.052344,legit,46.33,,0.424,
A1#3664153,A1,0.03289,legit,20.761,0.556,,
B0#3664402,B0,0.082236,legit,,0.381,,124.6613
A1#3663627,A1,0.020382,legit,13.531,0.383,,
A1#3664120,A1,0.081607,legit,13.849,0.389,,
A2#3663688,A2,0.018268,legit,40.592,,0.422,
A1#3664362,A1,0.155051,legit,13.622,0.397,,
B0#3663932,B0,0.107943,legit,,0.379,,53.7809
A1#3663553,A1,0.030048,legit,6888.341,3.948,,
A1#3663902,A1,0.028872,legit,19.139,0.407,,
A2#3663712,A2,0.063359,legit,37.441,,0.387,
enrichment_off#3663688,A2,0.018268,legit,37.358,,0.6,
A2#3664054,A2,0.100247,legit,42.186,,0.419,
A2#3663596,A2,0.026345,legit,39.513,,0.38,
A1#3664185,A1,0.151794,legit,14.676,0.428,,
A2#3664053,A2,0.372516,legit,40.465,,0.408,
B0#3663720,B0,0.025174,legit,,0.361,,22.903
B0#3664292,B0,0.32394,legit,,0.38,,105.6711
enrichment_on#3663615,A2,0.062768,legit,4115.039,,0.85,
B0#3664521,B0,0.124139,legit,,0.386,,142.9658
B0#3664325,B0,0.071383,legit,,0.396,,112.332
A2#3664267,A2,0.032334,legit,43.93,,0.402,
enrichment_on#3663706,A2,0.092391,legit,38.531,,0.654,
A1#3664260,A1,0.142537,legit,17.652,0.411,,
B0#3664199,B0,0.360685,legit,,0.386,,91.8887
A2#3663962,A2,0.013992,legit,73.336,,0.406,
A2#3663891,A2,0.258663,legit,49.069,,0.424,
A2#3664074,A2,0.007374,legit,43.745,,0.397,
A1#3664273,A1,0.269496,legit,17.926,0.401,,
A1#3663791,A1,0.012781,legit,17.864,3.551,,
B0#3664184,B0,0.047759,legit,,0.376,,89.7194
B0#3663683,B0,0.04127,legit,,0.353,,18.569
A2#3664321,A2,0.150907,legit,153.188,,0.472,
A2#3664436,A2,0.002878,legit,39.618,,0.412,
B0#3664517,B0,0.001415,legit,,0.399,,142.4245
A1#3663682,A1,0.146828,legit,14.862,0.368,,
A1#3664372,A1,0.032835,legit,16.476,0.387,,
B0#3664411,B0,0.259168,legit,,0.405,,125.7621
A1#3664386,A1,0.229466,legit,12.322,0.388,,
A1#3663674,A1,0.050433,legit,15.355,0.396,,
enrichment_off#3663567,A2,0.223282,legit,7371.406,,0.793,
B0#3663656,B0,0.088057,legit,,0.358,,15.2037
A2#3664395,A2,0.025053,legit,81.893,,0.406,
B0#3663871,B0,0.225695,legit,,0.368,,44.0617
A2#3664469,A2,0.018644,legit,38.785,,0.41,
A2#3664183,A2,0.0104,legit,42.327,,0.418,
enrichment_off#3663601,A2,0.051561,legit,5194.518,,0.89,
A2#3663736,A2,0.153962,legit,58.608,,0.39,
A1#3663833,A1,0.109878,legit,15.828,0.372,,
B0#3663883,B0,0.123214,legit,,0.381,,45.8917
A2#3664025,A2,0.001772,legit,54.828,,0.439,
A2#3663778,A2,0.888715,fraud,44.89,,0.443,
A1#3663821,A1,0.80188,fraud,15.819,0.387,,
A1#3663972,A1,0.070463,legit,14.365,0.368,,
A2#3664263,A2,0.022208,legit,44.38,,2.082,
A2#3664496,A2,0.029972,legit,40.092,,0.402,
B0#3663581,B0,0.26611,legit,,0.369,,5.4288
A2#3663756,A2,0.145519,legit,44.263,,0.387,
A1#3664224,A1,0.057818,legit,17.322,0.435,,
enrichment_off#3663695,A2,0.183586,legit,36.823,,0.633,
A2#3663711,A2,0.022028,legit,40.006,,0.388,
enrichment_off#3663717,A2,0.074296,legit,36.513,,0.615,
3663583,A2,0.065164,legit,5516.82,,0.785,
B0#3664342,B0,0.193556,legit,,4.836,,115.9682
A2#3664241,A2,0.114612,legit,37.404,,0.413,
B0#3663773,B0,0.842334,fraud,,0.399,,31.2154
A1#3664407,A1,0.021682,legit,16.181,0.383,,
enrichment_on#3663657,A2,0.080782,legit,1493.686,,17.86,
B0#3664023,B0,0.177012,legit,,0.389,,68.621
A1#3663894,A1,0.010468,legit,19.463,2.941,,
B0#3664207,B0,0.053404,legit,,0.376,,93.0277
A1#3663876,A1,0.211329,legit,20.729,0.393,,
A1#3663831,A1,0.041528,legit,13.524,0.428,,
B0#3663610,B0,0.159149,legit,,0.391,,9.4199
B0#3663931,B0,0.2083,legit,,1.817,,53.6154
B0#3664090,B0,0.126367,legit,,0.403,,77.3808
enrichment_off#3663693,A2,0.175668,legit,40.911,,2.303,
A1#3663817,A1,0.084765,legit,13.983,0.38,,
enrichment_off#3663585,A2,0.098037,legit,6303.335,,9.382,
B0#3663978,B0,0.084596,legit,,0.386,,60.7026
B0#3664277,B0,0.017518,legit,,0.353,,103.4432
3663672,A2,0.256264,legit,36.699,,0.547,
A2#3664518,A2,0.001681,legit,55.812,,0.436,
A2#3663730,A2,0.010944,legit,57.277,,0.407,
A2#3664527,A2,0.364543,legit,45.591,,0.427,
B0#3663830,B0,0.101648,legit,,0.349,,38.7156
A1#3664178,A1,0.036921,legit,15.433,0.405,,
B0#3663832,B0,0.000687,legit,,0.365,,38.9724
enrichment_on#3663668,A2,0.037599,legit,752.823,,19.434,
3663671,A2,0.052301,legit,36.06,,0.567,
A1#3663933,A1,0.161713,legit,14.322,0.378,,
A1#3663765,A1,0.064329,legit,12.242,0.405,,
A1#3663935,A1,0.044943,legit,13.34,0.407,,
B0#3664205,B0,0.018072,legit,,0.391,,92.7424
A2#3663590,A2,0.060568,legit,86.342,,5.358,
B0#3664298,B0,0.039291,legit,,0.385,,106.4872
A2#3664429,A2,0.102715,legit,41.461,,0.428,
A1#3664004,A1,0.016705,legit,13.198,0.389,,
B0#3664295,B0,0.153814,legit,,0.39,,106.0688
enrichment_off#3663597,A2,0.077152,legit,5783.193,,0.807,
A2#3663560,A2,0.036645,legit,6192.903,,0.462,
A2#3664543,A2,0.009462,legit,38.122,,0.394,
enrichment_on#3663573,A2,0.269183,legit,9139.569,,6.282,
A1#3663656,A1,0.088057,legit,13.199,0.397,,
A1#3664345,A1,0.010682,legit,13.902,0.39,,
B0#3664172,B0,0.05872,legit,,0.379,,87.7867
A2#3664447,A2,0.007995,legit,39.621,,0.396,
A2#3664415,A2,0.080377,legit,38.06,,0.426,
A2#3663803,A2,0.145374,legit,38.26,,0.394,
A2#3663795,A2,0.052243,legit,37.467,,0.402,
A1#3663661,A1,0.325982,legit,15.139,0.421,,
A1#3664046,A1,0.005237,legit,19.841,5.715,,
enrichment_off#3663645,A2,0.08076,legit,1599.252,,0.802,
A2#3663924,A2,0.025861,legit,38.804,,0.409,
A1#3664262,A1,0.125189,legit,13.491,0.392,,
A2#3664048,A2,0.017432,legit,39.63,,0.399,
3663612,A2,0.015372,legit,3606.568,,4.436,
A2#3663562,A2,0.031443,legit,5722.903,,0.462,
enrichment_on#3663624,A2,0.301945,legit,4053.107,,1.02,
B0#3663991,B0,0.032077,legit,,0.363,,63.0009
A1#3663683,A1,0.04127,legit,13.69,0.373,,
B0#3664040,B0,0.080204,legit,,0.36,,70.718
A1#3664034,A1,0.09619,legit,16.213,0.412,,
A2#3664371,A2,0.0346,legit,42.566,,0.387,
A1#3663934,A1,0.062195,legit,17.233,0.381,,
3663608,A2,0.031858,legit,3658.861,,0.807,
A2#3663604,A2,0.034505,legit,40.365,,0.408,
A1#3664303,A1,0.04584,legit,14.777,0.39,,
A1#3663849,A1,0.611193,fraud,13.313,0.437,,
A1#3663588,A1,0.006404,legit,1264.048,0.445,,
B0#3664347,B0,0.013576,legit,,0.414,,117.1046
B0#3663971,B0,0.092175,legit,,0.36,,59.8151
A2#3664160,A2,0.324233,legit,44.43,,0.495,
A2#3663809,A2,0.03185,legit,44.193,,2.022,
A1#3664378,A1,0.177069,legit,13.994,0.404,,
A1#3663912,A1,0.078395,legit,14.248,0.38,,
A2#3664314,A2,0.03134,legit,42.701,,0.449,
A1#3663865,A1,0.061027,legit,14.082,0.388,,
A2#3663614,A2,0.311136,legit,40.521,,0.378,
A2#3664278,A2,0.015832,legit,68.804,,0.404,
enrichment_off#3663739,A2,0.011242,legit,37.371,,0.647,
A2#3663812,A2,0.913304,fraud,51.501,,0.486,
